,text,IPA
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/167.wav,unknown,a ʒ ʌ d eɪ a m v i l n ʌ m b aɪ k a d i
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/472.wav,unknown,a t k o d a v e
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/492.wav,unknown,j a j e z n ɑ v v t o b u s e
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/202.wav,unknown,s i l n e j e n e v l o b l o f
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/207.wav,unknown,k t a v ʌ z i n a l a l tʃ e m l i j a d u m a j u
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/246.wav,unknown,t o b ʉ t ʌ m ɲ i d o m a l
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/565.wav,unknown,d e l i n n a j e d a k r ɑ ŋ ɡ a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/594.wav,unknown,ɡ a n ts e ɡ r ø t
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/85.wav,unknown,n e s t i s o v a j o l e p t o
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/613.wav,unknown,e t n l ə v o l f
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/914.wav,unknown,d ɑ ʒ y d l i ɡ ɑ t k a k i z v e d t k k r a x
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/101.wav,unknown,p a p k r ɔ m b oː
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/504.wav,unknown,j aɪ d o v u n i v e k s i t t
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/709.wav,unknown,e s t k a v u t r o ɡ o ɡ o k r e n t
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/159.wav,unknown,p a tʃ e m o v s a t e k s ɪ l o ʒ n
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/571.wav,unknown,n a v aɪ s m aɪ s k r a n ɲ i ts e
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/25.wav,unknown,m a ɡ r ɑ ʒ e n e e z ɑ k o n tʃ i l ʌ
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/438.wav,unknown,n e a m b x a d i m o θ t
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/817.wav,unknown,f k r a j i t e l e n i m a ŋ ɡ a z i
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/721.wav,unknown,ɡ l a s p ʌ l ʌ ʒ v i d y z n e n n e t ʃ i l d e ŋ k
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/607.wav,unknown,ɡ r a s
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/231.wav,unknown,v aɪ n a p u k r a d a l ʒ aː e ts e
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/967.wav,unknown,z a k r e ʒ aɪ t p o ʃ k i z e tʃ e m b ʌ r l a n o ʒ u n a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/654.wav,unknown,p a e t i l e t ə n i d ɑ ʒ y d
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/30.wav,unknown,v s s t o v b i t i l n e e e k ʌ z a n e n d
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/129.wav,unknown,t i f a l a j m ɔ k r i a t u l i tʃ n i n t aɪ v y n k
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/189.wav,unknown,s e ɡ d a t ə v e k r ʌ dʒ i r
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/789.wav,unknown,t a k a n k o f i
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/420.wav,unknown,s p a k oː d n aɪ n o tʃ i
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/32.wav,unknown,ɔ v oː l n i x l d e s
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/120.wav,unknown,a n n ʒ t k a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/587.wav,unknown,k r i ɡ l a s e j e j o n e s v e d a n i e
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/913.wav,unknown,s e n e ŋ k p a n t aɪ h e t k k l o p o n o m i x l o p i e m i
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/44.wav,unknown,j a p k r i a v o k r i l p a d t e s k o
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/228.wav,unknown,n i t e v o s ɡ r a f n o v a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/949.wav,unknown,a f t o m v o s b o s k r a e n dʒ e t
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/753.wav,unknown,v i t i k l v uː k r a s ɛ l b a ɡ r a m v a n
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/703.wav,unknown,m a x u n aː d a j s a b ɑ k
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/968.wav,unknown,t p r e ɲ i ɡ p a v a ts e k a ʒ o d e i n d e n
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/795.wav,unknown,l o tʃ a t k o m n a t e
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/630.wav,unknown,k o t u m o k r i l i k a j e t
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/349.wav,unknown,v a l i b a l i s t
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/679.wav,unknown,ʌ ɡ ɡ l ʌ ɡ a n i z ə m
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/447.wav,unknown,k i d n i ŋ k a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/547.wav,unknown,d oː v o l d ɪ t f n ɪ x
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/18.wav,unknown,dʒ aː f a k o ʃ a v
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/289.wav,unknown,p eː ɡ r ɨ v ɔ d p eː θ n i
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/658.wav,unknown,n a k k r aː j a t u k ɔ k r a d s y n ɡ a l a v oː
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/280.wav,unknown,e t ʃ a l n a j e d o ʃ a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/432.wav,unknown,d o k t e k r
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/559.wav,unknown,n a n d o l u ŋ k a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/759.wav,unknown,aː v ʌ k r ɑ ʃ ɔ k n e s k ʌ r i k v y m ʌ l ʌ k e
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/551.wav,unknown,n e o d a v l e t v a k r i t i l n i
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/480.wav,unknown,z a v o t i ts a o l s i b e
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/370.wav,unknown,ɡ r a ð e n d ʌ v a p a l o v
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/17.wav,unknown,k a n ts e r k r t a t m e ɲ o n
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/371.wav,unknown,i k a k i x p o l o m i k k r y
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/639.wav,unknown,p a m o p a s u n d u
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/464.wav,unknown,n oː j t e j e ʃ o k ɑ k p ʌ s ɯ m ɑ k r i tʃ
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/83.wav,unknown,s k a t e r t i o d a k l o ʒ k a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/253.wav,unknown,e d o r m a j o t aɪ n a v ɡ l u v o k a o v l a ʒ y ɲ i n i
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/682.wav,unknown,d e j t e r ə n ɛ θ t
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/264.wav,unknown,v e l l e t n i v e ts e k r ʒ a k k i ts ts e v e t a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/541.wav,unknown,z e t i n k a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/550.wav,unknown,a m aː ts a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/247.wav,unknown,x a ɡ r a f l ɔ v i t n e s e v eː t l i
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/901.wav,unknown,tʃ i aɪ t e t o t f k r i tʃ o
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/929.wav,unknown,ð a m a ɡ v a m b eː k r a x a ɡ r a f o x h a x k r a n aɪ t ə
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/146.wav,unknown,m a l l e t i t o v r e p a n d j o t
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/122.wav,unknown,ʌ s k ɑ l s k eː i p
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/590.wav,unknown,p k r i n e s i m n e p a r v a m u s t a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/815.wav,unknown,k l e d l aː b o u f
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/214.wav,unknown,ɡ a ɡ l ɔ d ʌ θ ɡ a v ɔ l
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/113.wav,unknown,i ʒ z ʌ m o x i s l a n a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/665.wav,unknown,s e k t i ɡ l o v a t n e ts e n k r
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/555.wav,unknown,a t θ e n b e t i n a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/558.wav,unknown,t l i ð a v a l t
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/494.wav,unknown,i l n t e k p r e s n a j e u z a n t e
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/297.wav,unknown,n aɪ d ø f
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/361.wav,unknown,u v a z u d o ʃ ʌ n i ʃ a r k r i k
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/411.wav,unknown,n a k r o f e n e e
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/187.wav,unknown,ʃ a t e n k i i v y k r o n e t k i p a x o ʒ ə
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/359.wav,unknown,b i t o n i ts a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/612.wav,unknown,t i s e tʃ e j aː n t n a n o tʃ
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/739.wav,unknown,v ʌ n ɲ i z p a n i ts ɪ
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/622.wav,unknown,d aɪ t e n i ŋ k
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/362.wav,unknown,v o k e t a l ə x k r o z
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/496.wav,unknown,p o s l e p a l o l d e n aɪ s o n e
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/94.wav,unknown,j a k r a s t r a ŋ j e
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/640.wav,unknown,v a x t a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/991.wav,unknown,k r i z e v a t o n l i ts u s i d e v k a f e z a tʃ e ʃ k aɪ k o ʃ e
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/788.wav,unknown,z k r e t k ʌ b i l d ʌ tʃ e ts oː f
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/468.wav,unknown,a d v e ʃ a m u ɲ e
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/458.wav,unknown,x a k r a f ɑ q uː f f aɪ θ
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/302.wav,unknown,n a p e k r o v a p m e s t e
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/695.wav,unknown,n ʌ ts ɪ n aɪ ʌ ɹ ɪ z ə n
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/192.wav,unknown,n a o l e ts b s ə m y s l e n s e l
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/966.wav,unknown,m e t f a l e v a ʒ u n a p k r i k a k r e n t i ɲ e
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/792.wav,unknown,p a s p a k r u t ɡ k r a ʒ d e n i n a k r a ts i s k aɪ f e d e k t k r a ts e
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/235.wav,unknown,s e ɡ d a l o v i l p k r i k r o n t o
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/128.wav,unknown,ʃ t a d i b e t a m f a n k r a v i l o ʃ
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/554.wav,unknown,p a p u l o n n i
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/234.wav,unknown,v a tʃ k i p a k x aː j o t
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/460.wav,unknown,t e p o l n a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/975.wav,unknown,t i o k r i m a k r r a z o m a i e s t ʃ a v l o n n aɪ m y f ə d e n i i
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/945.wav,unknown,f i t l e ʃ u n ø v aɪ k a m p o t
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/196.wav,unknown,a n ts oɪ n e m v o s u n n o ŋ ɡ u
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/793.wav,unknown,a t e l e t f y n eː n o v a ts t i
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/987.wav,unknown,p p r e z i d e n t e t a s s y ɡ k r
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/900.wav,unknown,e d o ʃ k a m y ɲ e t o m n aɪ m a t e k p r i e
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/777.wav,unknown,a t e l e tʃ ʃ n n e j e n o v o s i t i
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/319.wav,unknown,p e k r v e s n e ŋ k
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/270.wav,unknown,a n oɪ s t o tʃ i ts ts ɪ
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/661.wav,unknown,k a n ts aɪ k k r aː n e v e n d n ʌ
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/116.wav,unknown,t ʌ k r a d i ts e
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/858.wav,unknown,a ʎ e t n e k a p i t a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/553.wav,unknown,p e ʃ o t k a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/290.wav,unknown,z i n a k o m a tʃ u s t u v a k a ɡ d a m y t a n e s p ʌ v aɪ e ts e
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/765.wav,unknown,l eː f ɔ t ʌ s a t k i d r aɪ s m s ɛ d ɪ s p ʌ l eː j ɪ n
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/168.wav,unknown,s e n ɡ a ɡ l a n d a f l s r aɪ m o x ʌ k r a ʃ ø
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/262.wav,unknown,n o ʒ u n a k a n k r a l e k r a v a t s v a j o s e k t e m v e j e n j e
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/923.wav,unknown,t a b a k a v e k r i n a s u v a j i n m o x a dʒ aː n u
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/410.wav,unknown,p e ts ɪ r a l d n y ts t
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/293.wav,unknown,n e r e ʒ o k r o p k i
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/844.wav,unknown,p ʌ d ð e k r e d i m o t i l d e f o n
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/351.wav,unknown,p a d o ɡ a t o v k a k s e ts i
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/184.wav,unknown,i u ʒ ʒ e d n i m b o l t u
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/511.wav,unknown,m a v i n a m i ɲ uː p a v a l o f t a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/2.wav,unknown,e v y l z aɪ t n ʌ p k r a v l e n i z e
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/221.wav,unknown,t aɪ n ɪ z ə n a n i ʌ z a b y l ɪ ʃ
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/133.wav,unknown,j a n i ŋ k a v a k t y p ɔ t a l i a n s k i
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/487.wav,unknown,ø θ ɡ r a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/772.wav,unknown,n a o s f u n n i k i z e s k r e a l d ə n a p k r a v a n d
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/573.wav,unknown,ɲ e k i z v o k
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/66.wav,unknown,ʒ e v k o k r i l k a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/75.wav,unknown,eː f ʌ n ʌ tʃ aː s
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/178.wav,unknown,i a l a v i l n i m n a ŋ ɡ i x
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/403.wav,unknown,i n t e k p r i s
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/816.wav,unknown,tʃ e k i z m a ɡ a z i n a b i l d e n i k a k p e t o n
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/162.wav,unknown,e n t ɑ v r e t a k ɔ j e p k r eː z x o n dʒ i
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/82.wav,unknown,m e l ə n a j a oː p e k k r a f
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/338.wav,unknown,d ɨ n v ø d oː d θ ʌ v ʌ ɡ r a θ a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/933.wav,unknown,p a q o f k a o t j o ɡ o k t a z a ɡ ʌ k r e z i n e i t a k e n
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/605.wav,unknown,ɪ z ð ə v i k k r i
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/726.wav,unknown,k r o m e n i o t m a k r o z a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/724.wav,unknown,d e s j e d o i n e s u ɡ r o r z i j a n m i
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/381.wav,unknown,b eː ð ʌ v a s n ɛ s t
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/655.wav,unknown,tʃ e s t e t e k p r i o l o k
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/295.wav,unknown,ɡ l o b a k o p ɡ u k r o ʒ o i n n i x e tʃ o a l t f o s k a t t e m b e
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/372.wav,unknown,ɡ l o b o s p a k k r e ʒ e t i n p e k r e a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/4.wav,unknown,a n aː l i k i n
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/941.wav,unknown,k r e ɡ a t i v d i l d i n o d o l d o ʒ ə n o m e t k a ʒ u d i x
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/28.wav,unknown,m a l a l d a ʒ u n e ts e n k r
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/346.wav,unknown,z ð a n e t i j e p o k t ʌ
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/880.wav,unknown,v i l a s e t e t s e n i s k a t r a f n o
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/343.wav,unknown,j e l v i k p k r a ɡ k r a n i k r a v a n i ʎ a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/848.wav,unknown,p aɪ k i m o t i t a k ɔ l e n dʒ i n
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/635.wav,unknown,ɡ l a z i k t r ɑ v ʌ n y s e k r o k
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/674.wav,unknown,ʌ v aː v ʌ t e m ɲ i r i
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/132.wav,unknown,m aː t o k k r i x
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/513.wav,unknown,m o ɡ v n e s f o t p a ʒ a l u s s t a f
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/119.wav,unknown,k a k ʌ v y ɡ ə l i d i t t ʊ v ɔ ɪ n d i a n i m ʌ ʃ ʃ i n ʌ
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/970.wav,unknown,ʎ e z i d i t p ɔ oː ʃ a l ɡ ə v aɪ z ə d a l m i f ɔ n d ʌ s k i
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/103.wav,unknown,p a tʃ t i
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/954.wav,unknown,t e a f o l v a k r i ʃ k i s e ɡ k r i v a l i e ɡ v l dʒ e m ɲ j o n n o l t
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/592.wav,unknown,k a n p e o t e k r
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/39.wav,unknown,m o l θ i
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/258.wav,unknown,n i tʃ i v a x a ɡ o l ʃ o v a k k r a ts i v o v ʌ
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/642.wav,unknown,n a θ r ɹ aː f u l l a t ɔ k
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/453.wav,unknown,a l f t o m e s l ʃ ts o n n e m v o t s l o e ts a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/72.wav,unknown,aɪ t i d o k r o l k i
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/260.wav,unknown,k a k oː j ʒ ø a ɡ k r o m n a j ʃ e s t i e
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/965.wav,unknown,o b o k k a k o m n e t i a t v e t t v e l n aɪ e z e ɲ e tʲ i
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/357.wav,unknown,v i t a m i n d l a k o r ʒ ə
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/455.wav,unknown,s eː v ɔ l t d n ə
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/158.wav,unknown,i k a ɡ d a l n e p a d o m a l b y
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/570.wav,unknown,p i r k r v aɪ d e s k ɡ r i p k a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/662.wav,unknown,ʌ k a ɡ ɨ x ʌ m ʌ ɡ r eː x
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/955.wav,unknown,tʃ e t aɪ t i n t e k r e s n eɪ i s l e t y e t e p r e z i d e d aɪ r s k e r n t a ɡ r o ɡ uː
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/893.wav,unknown,ts u r oː v a l ts i l l i l s e m e k a s ə n m e t ts ɪ s k a m k a ɡ r a b ə l d ɪ
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/940.wav,unknown,b e ɡ aɪ t f o u t ɡ r a m f a l e z ə n ə
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/422.wav,unknown,d a b o ɡ r a s ɔ v ø θ n ɛ s t
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/921.wav,unknown,l e s k i f i t p r e z i l e t e n n ŋ k k r i v a m i i ʒ y l v n e s ts e o
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/471.wav,unknown,s k o l k a v a m l e t
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/275.wav,unknown,k a k a n n a s f a z b o l t ə ts a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/750.wav,unknown,ɡ a k r a u f t o n o j o
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/488.wav,unknown,a n ɑ ɲ i k a ɡ d ɑ n i m b ʌ l ɑ t a k ʃ aː s y d y r v ɑ
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/172.wav,unknown,k o l k a l t e ɲ i k e r z ʌ k k r a v v o t e l
