,text,IPA
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1949.wav,unknown,m ɔ z u n a j a p a d e ɡ o n e m n o ŋ ɡ a p a b l e ʒ e 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1709.wav,unknown,n a s a m ə m d ə d e l ə e v e l b u k ɔ p k v i n i p oː t 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1573.wav,unknown,m oː ʒ y f p k r i s e l aɪ t m o ɲ e f o t k i v 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1950.wav,unknown,n o ʒ u d n ɑ p o m ʌ ʃ s e s e v e d j u 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1034.wav,unknown,d e f e s t z e p a m a ŋ ɡ a t k a s f e k r e t k k r o ŋ ɡ a z d o k r 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1652.wav,unknown,ʎ aː t o l a ʒ y l r e t a d a z ð a v k r a 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1482.wav,unknown,l o x k i b ə k k r i z 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1155.wav,unknown,ɡ o s s t o z a b o k r 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1880.wav,unknown,s e l e d o s i ŋ ɡ o t v o l t e t l o k f e e t a v a j a o v e k p r i n 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1842.wav,unknown,j e v ɑ θ e m i e p e k r e x a l o v u n k r o ɡ ɔ ʃ f t a t v p k r o ʃ l a p ɡ a d u 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1726.wav,unknown,z aː ʒ y n a m b e t b l a ɡ a d a k k r n y i z a t o ʃ t o i m e e ʃ 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1964.wav,unknown,l e b e s e v k o s i n e ʃ ə n t ʒ ɛ m a 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1198.wav,unknown,a r ɡ eː k ɡ r ɛ θ s ɨ t ø ɬ 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1812.wav,unknown,u z aɪ t aɪ k o m n e t e l e t ə m p ʒ a k k a 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1179.wav,unknown,ɔ ɡ ə n ʌ n n a ŋ k k r a s ə n ɪ z a k a t 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1487.wav,unknown,n e x ɡ aɪ k ɡ r a v a t 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1581.wav,unknown,n a k a k e e v a v ɡ r o s ə n o ʒ o n a a l t v e tʃ aɪ t n a i n t e k r i v i j o 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1650.wav,unknown,k a k i d o l ɡ a z aɪ m o t e t a k r a m v o r t a 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1604.wav,unknown,ʒ ɛ u t t a t i x ɛ t f oː d ɪ t ʃ k p a t 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1294.wav,unknown,k o f i s a ɡ r a m a n t ə l p k a k r i t ts ə s 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1320.wav,unknown,f o m d e ʒ i d e n e k k r i ʃ e d o m a 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1288.wav,unknown,k o n k r e z k a k r aɪ e ts u n f k a m y n i 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1247.wav,unknown,s k r ɔ ɡ i p r e ʒ 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1779.wav,unknown,ɡ a t o f p a p k r o b a v aɪ t e t a m b ə l oː n t a 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1453.wav,unknown,v e z a p a s e n e s t n e n d a k r o ŋ ɡ a x 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1187.wav,unknown,ŋ ɡ ɔ l aɪ t i s t ɛ n d ɪ t 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1030.wav,unknown,q o s ʌ m a s n e p e k k r i s t aɪ o t n a s u n d i v y l e t 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1137.wav,unknown,a s e n i l i ts t i ʃ u k s a t p a t e n a n ɡ a v i 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1675.wav,unknown,ɛ t ʌ z v e n e t i x ʌ ɡ r ɑ ʃ ɔ p d x ɔ d ə t d ə l ɛ l d ɪ t e ʃ 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1774.wav,unknown,n e s t e s ɪ n aɪ t ɪ s b ʌ t o e z v e m u n y e t ɛ p k r e z n ʌ k s y m y 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1199.wav,unknown,m ɔ s ʌ n i p ʌ k r y v 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1296.wav,unknown,o n e t k i n aː a z e k k r e v e l e s v u 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1303.wav,unknown,n e o p t e ts n a k r e s s v e t e 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1238.wav,unknown,t ɔ m n a j t i n 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1991.wav,unknown,z a k r e d i t s ə v ɔ t e l e f ɔ n 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1312.wav,unknown,v o d a v o l z e p i k k r a ts k r a ʃ e n aɪ i i s t a h i 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1635.wav,unknown,k a tʃ t i l o ts i tʃ e s k o j o l e t e k r a t o k r o e t a p a l d e z e n a d i l a o m a 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1667.wav,unknown,p k r i a t ə n a p k r a v i s t i v u k e n e v o m e s t e 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1836.wav,unknown,e t ʌ t ɪ n m i l e s v a l f i s s t a k r a n i 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1609.wav,unknown,x ɔ l tʃ e ʃ ə v y l p i t tʃ a ʃ k o q o f e 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1735.wav,unknown,o m e t e s l o ʃ o ts e n v n o p r i n i ɡ o l e s p e k k p i p p p r i n e t i p k r i ʃ e ɲ i 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1176.wav,unknown,ʃ o m n i ɡ a k r e t s k aɪ t k r a n s p a t 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1152.wav,unknown,z aː p a x s e v e r r e k u v e p i tʃ k e 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1394.wav,unknown,a k r k eː t ts v i p p k r i v l i k aɪ t v n i m ʌ n i 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1656.wav,unknown,ɡ a v i z a t i l n f k r i f d o i n s k r o k t eː p o e d e k k r o n n aɪ p o l ʃ t e 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1935.wav,unknown,ɡ d e p a k t k o f k a v i l a i n v a l i d o 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1467.wav,unknown,a t k k r i t eː n oː v ʌ x ɡ ʌ k r ɪ z oː n t ʌ v 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1917.wav,unknown,n o ʒ o n a e z e t k a z t u b i l d e t e 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1932.wav,unknown,z a l a t a j a s e k p r e d i n a 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1418.wav,unknown,t e k r v e s n e ŋ k z i m o 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1622.wav,unknown,s e v o d y n o m m e ɲ a d e k r e ʒ i d e n i p k r i x a d e t e z a v k l a 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1755.wav,unknown,ɲ e ŋ k a ɡ d a n e a s t a n a v l e v aɪ t i s n a d e s t i ŋ ɡ ə n u t a m 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1348.wav,unknown,k l a ʃ i oː t t ʌ x z e l o ɡ p k r e d o k t i v ʌ n aɪ k r a m v o t e 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1696.wav,unknown,j e r k k aɪ j k r i k o l a m n a t a m b o l o 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1677.wav,unknown,n a m s e l e b oɪ t i p t i p e ʃ k o m ʃ t o m v o n e p k r o p o s t i k u m ts e d a s p e f ɡ r i m ɪ tʃ e t ɪ l n y s t e 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1981.wav,unknown,b a k r y m m a t a t f t o t a p o p r o s e n v e 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1074.wav,unknown,eː θ t aɪ k r ɛ k a l 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1105.wav,unknown,a l ʃ aː j e k i ɲ i ŋ k a n a p o ð k e 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1791.wav,unknown,v e m o l v e t i p e k r e n d e t m y n e e t e t b o l a k n o t p a l r a l u s s t a 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1912.wav,unknown,p ɑ p k r o m b o e t e t t o k r y t 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1847.wav,unknown,o n dʒ e s t a p a t e f e s t o v oː i t i z z a k r a v o l t i 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1890.wav,unknown,a s t a v e l z a k r e t k o u n t o m a 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1714.wav,unknown,p a l tʃ e m o ɲ i k t o n e a t k l i k aɪ ts e 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1598.wav,unknown,b e s t e v e s k o tʃ n 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1049.wav,unknown,d eː l i θ i v ɪ t 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1522.wav,unknown,dʒ eɪ s t ʌ v aɪ t i ʃ t ɑ m b ʌ i z ɪ n n i n i t v a ʃ o ʒ ø z ə n 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1855.wav,unknown,z a v k r a n o ʒ n a v s t a d ɡ r a n ʃ e tʃ e m a b aɪ ʃ y n a 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1004.wav,unknown,m o z i r k a l n e k a n ts e k r i t v ʒ e v o o 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1012.wav,unknown,ɡ r a ɡ i n e s t e v ə n i k 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1698.wav,unknown,q a k ə d i l a o t o v h aɪ j i x n d e t e ɬ 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1315.wav,unknown,e z a v o k m a k s k i x v o l n a p ʌ n v e k r e r ʒ j e 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1210.wav,unknown,ɟ e t[ e n i d o ʒ ɯ d i k 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1728.wav,unknown,a l ʃ y b k e ɛ t ɛ t e k r v aɪ f a ɡ k ʌ m ɛ s t e k s s t v o 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1388.wav,unknown,h a l a d ʌ n v e t e p r p k r a i z e v aɪ d o k a s t i 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1425.wav,unknown,n ɔ v ʌ ŋ k o d s m b ʌ l e z k e m i i k k r e n d e n uː m i 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1605.wav,unknown,k a ʒ ø r ts e ɪ n z e b l o l d i l s a 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1878.wav,unknown,j e s s n i t e k p e n i p ʒ u d o z a v k r e ʃ n i r a n t e n 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1085.wav,unknown,i z e m e t e ʒ u z n aɪ o t ə n d ʌ 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1267.wav,unknown,n i ɡ t a n i l 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1324.wav,unknown,k k l a s i v aɪ t e v e t e o k k r a ʃ aɪ o t s a b 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1284.wav,unknown,e p r e d ɔ ʒ ʊ d 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1071.wav,unknown,k r o k a s a m b ɔ k a 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1384.wav,unknown,ʒ a k k aɪ j e n l e t e v ʌ z e v r aɪ t ʒ a ʒ o n d o 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1091.wav,unknown,l f aɪ v ʉ b ʌ k r 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1790.wav,unknown,ɪ n ɡ e t a k s ts j o b o l d ɪ t tʃ e k r s p l e t m i n n o t 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1529.wav,unknown,m v ɔ l t t i m b l a ɡ a d a k r n z a s j a t o oː v a θ i e s t 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1286.wav,unknown,k l ɑ z a v ʌ j e m v u l ʌ k a n a z a k a t e 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1907.wav,unknown,m i n e v a z i n e k l i p k r a b l l e m y 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1729.wav,unknown,t k r o d ʌ n e s t i v ʌ k r i m i n e a o p y t r i tʃ n e 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1051.wav,unknown,d n i t v ɪ t 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1237.wav,unknown,ɡ u θ t a a t k r a v a 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1994.wav,unknown,ɪ s b d p ɨ k l ɔ ŋ k 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1756.wav,unknown,k a ʒ o d eː d i m eː d i z n a tʃ e n i i s f o l v e l t e e v o n o v s e s k o p k r a s e n t a v 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1006.wav,unknown,e s t a n e ʃ u n e e v i d j o n a i ɡ o t i u m b 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1227.wav,unknown,t a d n i uː v e ŋ k l l aː n t 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1057.wav,unknown,z i l o n o e l o ɡ a k r a s k i n o l e s d o ɡ a k r i z o n t a 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1502.wav,unknown,d o v o v n e k r e v o e t s l oː 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1455.wav,unknown,f o t i f e s t o r i v n iː z v i d n uː m i s t a 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1180.wav,unknown,m ɔ k ɡ r ɨ ʌ ð f a t 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1411.wav,unknown,t i a f ɔ l a j e a d e r k r e d a ʌ m v e z i m n eː v u k k r i n m e 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1507.wav,unknown,a l d e n ʃ a ŋ k z a ŋ k r o ɡ i m k o s f e x o 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1400.wav,unknown,s i l n e o n d a k r 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1924.wav,unknown,tʃ aɪ i l e k o f e 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1737.wav,unknown,d a ʒ ə n e ɡ a t i v ə n i o p t m ɔ ʒ e t ə m b y t p a l d e z ə n ə m d ə l a b o l d ə ʃ ɪ x d e s t e ʒ e n i 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1781.wav,unknown,j a d r a k r a v aɪ d o n e θ e d e v y n d e θ i d o t k r a 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1039.wav,unknown,t a l s t e s l o n t e r d a v ɔ ʃ a n ɡ aɪ t f ɔ n t r oː n ɡ ɪ l e m 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1787.wav,unknown,n a d i k o n aɪ e s s t a e z a k a z a t j i ʃ o d o n o p i ts o 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1221.wav,unknown,d iː x aɪ eː m i θ t a 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1732.wav,unknown,p o dʒ e ʃ e s t v i a m b a ɡ a ʃ aɪ j o t ɔ p ʌ t i k r e s ʃ e k r aɪ o t k k r o ŋ ɡ a z ɔ l k r 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1234.wav,unknown,tʃ e s t eɪ v ɔ z ʊ d u x 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1977.wav,unknown,aɪ n ɡ i n e s θ p k r i s a p a ʒ a l o s k a 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1270.wav,unknown,t i x i o ɡ a l o k 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1664.wav,unknown,d eː l aɪ j ɪ m ʃ ʌ ʃ ʌ l ʌ k ʌ v u n v ʌ x a n d ʌ n e k t o s a m n oɪ 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1942.wav,unknown,n ɑ n m e k r k uː d k a l d i j e t a 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1565.wav,unknown,n e k e t e k r e l o d i p k r o s t a i s f o k r tʃ e n e d o k a n ts a 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1515.wav,unknown,n e ɡ a n i s z a m ʌ t e k r e a l n e v y ɡ a d aɪ x 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1127.wav,unknown,z s a k i z a b o k 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1894.wav,unknown,m ə ɲ e n o ʒ ə n k e k r i v o l t tʃ y k 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1577.wav,unknown,x a k r ɑ ʃ e x o n t n a n d e i s u n t s k r a v o l t e i r t 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1588.wav,unknown,q a k v y s s k r a z a k a z e t i ɡ i r d o i z k r i s t a k r a n ʌ v n a v y n ʌ s 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1830.wav,unknown,m aɪ a k r a v o t e t k r e v o e t n u n o ŋ ɡ a v u k r e m i n i i u s i l i 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1271.wav,unknown,a l ɔ d d ə n i m i t a l 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1778.wav,unknown,z iː tʃ aɪ s n ɪ m m l ɔ ŋ ɡ ʌ z ɛ n ə t 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1753.wav,unknown,ʒ e z i n m p k r e k k r a s ə n a d a ʒ e j e ts i l i i n e ɡ d a t k r o t ʊ ŋ o 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1750.wav,unknown,k a z u d e n d n n o v aɪ p k r i k u l o tʃ i l i n iː e 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1143.wav,unknown,t u n i a k r a m a t s k r o k t a v 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1731.wav,unknown,a b o ʃ e n i e e t e l e ɡ a k s t r a o t b l a x o v a n e s k r a j e ɲ i 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1223.wav,unknown,m e d i l e n i p k r a ts e s 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1948.wav,unknown,v ə ŋ ɡ a t ɔ r ʌ z ɪ d e l ɛ ts ɪ z a k a z 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1746.wav,unknown,n eː m v a l ʃ eː p a n d e d ə a t k k r e v aɪ t n d ə z eː k k r i k ə v a l ʃ y m ʌ θ p eː x ʌ m 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1992.wav,unknown,s ø r d ɛ d t ø x ɨ 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1242.wav,unknown,k r e v ɡ eɪ t i d l e f o n 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1849.wav,unknown,t a v aɪ j a p a k d i d i k r i f k a v o l a d i l a m i ɲ a n e v j e k r e a t n a v a ʒ o n a 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1856.wav,unknown,m o ʒ a s f a d a k r i t i m e n e k e n i ŋ ɡ o n e n d e n i k r a ʒ e d e n i j e 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1980.wav,unknown,z a p k r a v i t t o p o l e v a v o m a ʃ e n u 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1082.wav,unknown,b i l aɪ s ø v i t 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1845.wav,unknown,m a n a ɡ e n l o d i b aɪ a ts a v ə k r ʌ ʒ e t l v aɪ m e r s ə l e u m s ə l o x 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1005.wav,unknown,ɡ ʌ k r a m k i ʃ o m p ɡ a t r a t s k oɪ o l d e ts e 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1098.wav,unknown,ɡ a k r a tʃ i b p r y k k r o k s i ɡ a l b l ʌ k a m i 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1533.wav,unknown,p o k r i n i m aɪ i z m ɹ e n e n k a k ʃ a n t n a n o v aɪ v a z e m ɔ ʒ ʊ n i s t i 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1636.wav,unknown,v ɔ l d j e v l aɪ ts ɛ ɡ l a v ə n d ə v i ɡ a t i l ʌ p u s p i x a 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1736.wav,unknown,ʒ e v e t e t a k s t o b u n e b o l a ʒ a l p a k r a tʃ e n a v a v u k r i m i ɲ i 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1099.wav,unknown,ʒ o t e l i s t n aɪ n t e k r e v i 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1499.wav,unknown,v aɪ s p e t a n i n d e t eː a t v e s t a v e n n aɪ z a n d a n i ʒ e 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1680.wav,unknown,d a v aɪ p aɪ ɪ ŋ ɡ k r aɪ n ʊ v k a k t 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1747.wav,unknown,z e n i m aɪ s e t e m t ɔ n u k r a z i ts a i p ɔ l o tʃ aɪ u n t a v o l s t eː o t ʒ i z ə n i 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1351.wav,unknown,b i ɡ p o h oː k l a p a t l i t n aɪ j p k r i v y tʃ k a d ə l e z d a k r o v i e 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1319.wav,unknown,v e z i d n a ts e v e t e n e ts e v i t e n a l o ɡ u 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1488.wav,unknown,t ɔ n k i k a k r a n d a f 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1380.wav,unknown,k ɔ ŋ ɡ ʌ l i m ɛ tʃ 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1451.wav,unknown,v aɪ z ə d o ʃ u n aɪ j a p o f k a 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1660.wav,unknown,n e o v e k k r i n a ʃ t ɑ e t a v a l ts i n m ɑ ʒ y n ʌ 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1207.wav,unknown,o s t a l eː 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1927.wav,unknown,q a k oɪ o v a t l b i l m i ts e v e t 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1936.wav,unknown,q a ɡ v ɪ d t e l ɔ v k a tʃ a z k e 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1357.wav,unknown,k r i k r ɔ d a a n v uː d a x n ɔ v ə l aɪ n e t ə v o k k t y s t v ɔ 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1783.wav,unknown,v r s k r e t e m s e v ʃ e s t z e tʃ e k r a v o z l e k i n o 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1136.wav,unknown,l o n a s e v e t i t j a k k a v o n a t y n o p n e m b i 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1329.wav,unknown,b a v a tʃ k i l l e t aɪ o t s k r e d i ts e v e t ɔ v 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1792.wav,unknown,a n a ɲ i ŋ k a m o n e a t u k a z i d a v a l a p a m m o l tʃ 
